Name,Current price,Change(%),Open,High,Low,Volume
MOTORSPORT GAMES INC.,1.27,14.41,1.12,1.3,1.12,88062
CRESCENT CAPITAL BDC INC.,19.27,0.47,19.18,19.35,19.09,87921
BOK FINANCIAL CORP.,119.25,10.35,119.67,119.67,118.24,87519
PAYSIGN INC.,3.39,13.14,3.5,3.51,3.39,87326
COYA THERAPEUTICS INC.,6.38,11.85,6.5,6.91,6.34,86984
KLX ENERGY SERVICES HLD.,6.01,17.4,6.49,6.49,5.97,86914
EVERCOMMERCE INC.,12.15,0.0,12.08,12.2,12.05,86476
HURON CONSULTING GROUP INC.,124.54,10.84,125.19,126.17,123.55,86302
CAMDEN NATIONAL,47.84,11.03,47.85,48.56,47.33,86240
BRIDGER AEROSPACE GROUP HLD.,2.7,10.37,2.72,2.8,2.65,86157
EQUILLIUM INC.,0.7799,5.39,0.7626,0.78,0.74,85871
WILLOW LANE ACQUISITION,9.98,0.0,9.97,9.98,9.97,85810
BROADWIND INC.,1.8,1.69,1.79,1.84,1.74,85542
CDT ENVIRONMENTAL TECHNOLOGY INVESTMENT,2.97,6.45,2.74,3.09,2.72,85538
EASTSIDE DISTILLING INC.,0.5967,4.5,0.58,0.6102,0.56,85390
SO-YOUNG INTERNATIONAL,0.821,15.47,0.8658,0.8658,0.8201,85338
SHORE BANCSHARES INC.,16.48,10.9,16.69,16.72,16.44,85151
ALPHA TECHNOLOGY GROUP,14.46,116.56,17.71,17.79,13.1,85117
STAFFING 360 SOLUTIONS INC.,2.35,0.43,2.34,2.4,2.31,85078
APPTECH PAYMENTS,0.469,10.21,0.489,0.505,0.4607,84333
CALAMOS DYNAMIC CONVERTIBLE &,23.56,11.38,23.89,24.06,23.51,84164
SILO PHARMA INC.,0.88,1.03,0.8449,0.9,0.8449,83912
ENCORE CAPITAL GROUP INC,49.06,0.1,48.66,49.26,47.93,83596
ZAPP ELECTRIC VEHICLES GROUP,1.75,0.0,1.76,1.8,1.72,83251
COLUMBIA FINANCIAL INC.,18.3,12.24,18.55,18.67,18.27,83212
QCR HOLDINGS INC.,93.84,0.64,92.36,94.55,91.8,83160
MIDWESTONE FINANCIAL GROUP,32.75,11.53,33.16,33.16,32.53,83125
LIBERTY MEDIA CORP.,80.51,10.28,80.55,81.22,80.07,82929
RUMBLEON INC.,6.27,10.39,5.69,6.32,5.45,82573
AC IMMUNE SA,3.4,10.29,3.37,3.42,3.29,82164
ADS-TEC ENERGY PLC,13.57,1.8,13.33,14.0,12.99,82028
AMERICA S CAR-MART INC.,46.55,11.79,46.73,47.25,45.5,81816
FIRST CITIZENS BANCSHARES INC.,2325.96,10.64,2325.94,2350.27,2314.23,81736
DRILLING TOOLS INTERNATIONAL,3.4,13.13,3.5,3.51,3.32,80809
NRX PHARMACEUTICALS INC.,1.27,13.05,1.33,1.34,1.26,80765
FIRSTSERVICE CORP.,194.04,11.53,195.57,196.61,193.6,80750
ACTUATE THERAPEUTICS INC.,9.0,11.64,9.09,9.09,8.61,80480
HOOKIPA PHARMA INC.,2.32,1.31,2.4,2.5,2.22,80384
NISUN INTL ENTERPRISE DEVELOPMENT GROUP,8.76,6.57,8.25,8.8,7.95,80146
DIGIMARC CORP.,33.26,11.33,33.5,34.0,32.0,80000
VOLCON INC.,4.38,116.41,5.14,5.15,4.15,79561
FOGHORN THERAPEUTICS INC.,7.52,14.81,7.84,7.86,7.51,79541
PRECISION BIOSCIENCES INC.,6.86,15.25,7.22,7.38,6.86,79149
JAGUAR HEALTH INC.,1.0,12.91,1.02,1.04,0.99,79104
DYNAMIX CORP.,9.95,10.1,9.96,9.98,9.95,78924
FOREMOST CLEAN ENERGY,1.54,5.48,1.47,1.68,1.33,78752
VINCI PARTNERS INVESTMENTS,10.32,0.58,10.25,10.35,10.22,78698
LIQTECH INTERNATIONAL INC.,1.75,0.57,1.74,1.8,1.7,78626
ZHONGCHAO INC.,1.25,8.7,1.07,1.36,1.07,78538
KIRKLAND S INC.,1.71,12.29,1.73,1.77,1.7,78407
ADIAL PHARMACEUTICALS INC,1.0,10.99,1.0,1.02,0.99,78403
SYNCHRONOSS TECHNOLOGIES INC.,9.41,11.57,9.54,9.9,9.04,78395
FLUX POWER HOLDINGS INC.,1.98,11.49,2.1,2.13,1.95,78205
PEOPLES BANCORP INC.,35.34,11.89,35.97,35.97,35.32,78179
FLEXSHOPPER INC.,1.69,14.52,1.74,1.85,1.68,78116
KIMBALL ELECTRONICS INC.,19.34,12.96,19.8,19.8,19.32,77721
BANCFIRST CORP.,127.23,10.67,127.02,128.57,125.74,77391
NANO LABS LTD,8.19,12.38,7.96,8.38,7.22,77307
ABPRO HOLDINGS INC,2.9,11.69,2.93,3.35,2.87,77256
GENERATION BIO CO.,1.44,2.86,1.4,1.48,1.37,77250
GAIN THERAPEUTICS INC.,1.73,14.95,1.83,1.85,1.72,76788
ADAGIO MEDICAL HLD.,2.59,10.38,2.87,2.87,2.52,76706
BOLD EAGLE ACQUISITION,10.02,0.0,10.01,10.02,10.0,76518
ACTELIS NETWORKS INC.,1.23,13.91,1.27,1.27,1.2,76425
TREASURE GLOBAL INC.,0.328,1.23,0.33,0.347,0.32,76285
AETHLON MEDICAL INC.,0.3951,12.01,0.4024,0.4099,0.3951,76166
BRENMILLER ENERGY LTD,0.775,16.65,0.839,0.839,0.7647,75969
INDEPENDENT BANK,38.28,11.52,38.46,38.53,37.95,75855
TRUSTCO BANK CORP NY,37.57,11.03,37.8,38.13,37.54,75784
PMV PHARMACEUTICALS INC.,1.59,0.0,1.58,1.63,1.58,75453
THUNDER BRIDGE CAPITAL PARTNERS IV,11.35,10.44,11.35,11.39,11.34,75355
KLOTHO NEUROSCIENCES INC.,0.3283,16.2,0.345,0.35,0.3164,75249
1STDIBS.COM INC.,3.87,0.26,3.86,3.91,3.86,75100
DT CLOUD STAR ACQUISITION,10.06,0.1,10.06,10.06,10.06,75010
PEPGEN INC.,4.78,6.7,4.54,4.96,4.49,75001
HALL OF FAME RESORT & ENTERTAINMENT CO.,0.9701,5.45,0.92,0.9751,0.9001,74885
BRANCHOUT FOOD INC.,1.75,16.42,1.86,1.86,1.72,74807
FORESIGHT AUTONOMOUS HLD.,0.64,11.54,0.66,0.67,0.6308,74776
HEARTBEAM INC.,2.8,11.06,2.82,3.0,2.76,74764
INSTIL BIO INC.,25.43,12.83,26.17,27.35,25.06,74523
THORNBURG,16.63,10.06,16.68,16.69,16.52,74459
TAOPING INC.,0.33,13.28,0.3412,0.35,0.33,74315
AADI BIOSCIENCE INC.,2.31,4.05,2.24,2.31,2.22,74077
SURROZEN INC.,9.38,3.19,9.38,10.17,9.19,74075
LANTERN PHARMA INC.,3.07,11.92,3.09,3.25,3.06,74034
ONKURE THERAPEUTICS INC.,15.02,12.97,15.0,15.52,14.12,73931
B. RILEY FINANCIAL,10.07,10.69,10.11,10.48,9.96,73833
A2Z CUST2MATE SOLUTIONS,6.64,0.0,6.61,6.7,6.48,73702
FUEL TECH INC.,1.08,11.82,1.09,1.11,1.07,73376
AUTHID INC.,6.05,12.1,6.25,6.86,5.9,73326
DIGITAL ALLY INC.,0.8298,11.45,0.85,0.889,0.8,73297
KALA BIO INC.,6.49,16.08,7.01,7.01,6.15,72992
CHEETAH NET SUPPLY CHAIN SERVICE,1.88,11.57,1.88,1.99,1.85,72863
GEOSPACE TECHNOLOGIES,10.99,1.38,10.98,11.31,10.74,72432
DOUYU INTERNATIONAL HLD.,9.81,11.41,9.94,10.16,9.74,72198
TALPHERA INC.,0.755,3.47,0.69,0.7744,0.69,72174
HELIUS MEDICAL TECHNOLOGIES,0.4882,6.08,0.48,0.52,0.4616,71773
ALLBIRDS INC.,7.78,16.04,8.03,8.37,7.67,71530
PROCAPS GROUP S.A.,1.36,7.09,1.18,1.39,1.16,71423
ONCOCYTE CORP.,2.53,14.17,2.7,2.79,2.5,71369
LSI INDUSTRIES INC.,20.59,10.77,20.76,20.86,20.49,71121
ALLAKOS INC.,0.8942,2.92,0.9,0.9024,0.8443,70736
OPAL FUELS INC.,3.67,10.54,3.72,3.72,3.66,70695
QUOIN PHARMACEUTICALS,0.6,0.84,0.596,0.61,0.59,70461
5E ADVANCED MATERIALS INC.,0.4613,10.32,0.493,0.499,0.43,70458
AUDDIA INC.,0.5502,10.51,0.562,0.5944,0.55,70282
ADURO CLEAN TECHNOLOGIES INC.,5.55,1.83,5.45,5.69,5.41,70240
QURATE RETAIL,42.1,1.3,41.4,42.41,40.9,70237
HUIZE HOLDING LTD.,0.5559,110.34,0.619,0.635,0.5227,70225
BIONEXUS GENE LAB CORP,0.2442,12.32,0.25,0.2574,0.2315,70222
WILLDAN GROUP INC.,43.12,0.26,42.58,43.62,42.43,70130
PEOPLES FINANCIAL SERVICES,56.83,13.28,58.65,59.7,56.8,69689
SONDER HOLDINGS INC.,3.65,15.93,3.91,4.09,3.58,69373
AUDIOCODES,9.33,0.32,9.27,9.4,9.21,69112
ANIXA BIOSCIENCES INC.,3.32,3.11,3.37,3.44,3.29,68771
CARTESIAN THERAPEUTICS INC.,18.65,4.13,17.95,18.71,17.55,68756
QUALIGEN THERAPEUTICS INC.,4.47,16.49,4.71,4.71,4.14,68739
FIRST SAVINGS FINANCIAL GROUP,30.06,1.86,29.5,30.27,29.5,68636
SHENGFENG DEVELOPMENT,1.18,14.07,1.19,1.23,1.17,68504
ESH ACQUISITION,10.68,0.19,10.67,10.68,10.67,68450
REALPHA TECH CORP.,1.06,9.28,1.02,1.08,0.98,68314
LAKELAND FINANCIAL,74.63,11.61,75.58,76.28,74.6,68246
ALUMIS INC.,9.4,10.21,9.42,9.56,9.11,68223
SECURITY NATIONAL FINANCIAL,13.06,0.77,13.14,13.33,12.83,67872
NANOVIBRONIX INC.,0.709,3.05,0.6603,0.7298,0.6603,67808
MIDLAND STATES BANCORP INC.,27.18,10.84,27.43,27.52,27.05,67789
TRAVELZOO,19.82,1.59,19.41,20.01,19.39,67785
SHARPLINK GAMING INC.,0.6381,15.91,0.6633,0.669,0.61,67281
CALIFORNIA BANCORP,17.83,10.67,17.83,18.17,17.8,67208
MKDWELL TECH INC.,0.862,13.1,0.8629,0.92,0.85,67194
BEL FUSE INC.,79.7,11.3,80.28,80.43,78.83,67098
NN INC.,3.92,10.76,3.95,3.95,3.85,66726
THUMZUP MEDIA CORP.,3.95,12.71,4.05,4.38,3.89,66530
KAISER ALUMINUM,81.68,12.51,83.08,83.08,80.98,66297
J & J SNACK FOODS,172.65,10.78,173.59,174.7,170.2,65933
HUHUTECH INTERNATIONAL GROUP,4.09,2.0,4.15,4.28,4.05,65852
GENASYS INC.,3.84,2.13,3.77,3.85,3.77,65775
VACASA INC.,3.3,11.79,3.34,3.4,3.18,65724
USIO INC.,1.52,13.18,1.56,1.58,1.51,65690
UNITY BIOTECHNOLOGY INC.,1.21,1.68,1.19,1.22,1.17,65647
ATARA BIOTHERAPEUTICS INC.,12.26,1.16,12.52,12.85,11.94,65489
ENSTAR GROUP LTD.,325.8,0.13,325.21,326.42,325.0,65437
XOMA ROYALTY CORP.,33.88,9.26,31.0,34.28,30.39,65435
DURECT CORP.,0.9359,13.52,1.02,1.04,0.9019,65414
PC CONNECTION INC.,73.75,0.33,73.65,74.34,73.2,65227
AVITA MEDICAL INC.,12.89,11.38,12.95,13.01,12.69,65048
THE RMR GROUP INC.,22.01,10.86,22.1,22.24,21.9,64987
BARINTHUS BIOTHERAPEUTICS PLC ADS,0.9658,10.88,1.03,1.04,0.9331,64793
LAUNCH TWO ACQUISITION,10.0,0.2,10.0,10.02,9.99,64648
BRIDGEWATER BANCSHARES INC.,14.89,12.42,15.18,15.18,14.87,64422
PREMIUM CATERING (HLD.,0.82,10.02,0.82,0.85,0.82,64255
OCEAN BIOMEDICAL INC.,0.727,3.86,0.69,0.7487,0.69,64080
PULMATRIX INC.,6.29,4.14,6.18,6.32,5.97,64043
COMMUNITY WEST BANCSHARES,22.04,11.17,22.35,22.7,21.99,63713
CINGULATE INC.,4.36,17.23,4.48,4.61,4.3,63657
OPUS GENETICS INC.,1.09,10.91,1.08,1.11,1.04,63565
DATASEA INC.,2.52,16.32,2.56,2.69,2.38,63373
PROMIS NEUROSCIENCES INC.,0.92,0.0,0.97,0.97,0.92,63141
RAPID MICRO BIOSYSTEMS INC.,1.05,14.55,1.11,1.13,1.04,63009
NEUROPACE INC.,10.2,14.32,10.67,10.67,10.1,62803
STRYVE FOODS INC.,0.9,14.14,0.9398,0.958,0.852,62791
GAMESQUARE HOLDINGS INC.,0.9,12.16,0.91,0.92,0.9,62715
CALAMOS GLOBAL TOT RTN.,11.71,0.43,11.74,11.74,11.54,62653
CREDIT ACCEPTANCE,483.2,10.39,480.41,485.49,474.98,62563
REVELATION BIOSCIENCES INC.,0.7476,0.67,0.75,0.7599,0.7404,62537
MASTERCRAFT BOAT HLD.,20.97,14.16,21.72,21.72,20.93,62526
VISION MARINE TECHNOLOGIES,2.3,15.35,2.43,2.53,2.2,62153
VISIONARY HOLDINGS INC.,1.48,14.52,1.53,1.54,1.47,62119
INFORMATION SERVICES GROUP,3.6,0.84,3.58,3.65,3.58,62110
ENVOY MEDICAL INC.,2.21,2.79,2.15,2.28,2.15,62106
COCA-COLA CONSOLIDATED INC.,1344.96,3.49,1305.66,1356.77,1290.4,61897
INSPIRA TECHNOLOGIES OXY B.H.N.,1.38,1.47,1.37,1.39,1.36,61773
SOUNDTHINKING INC.,13.57,3.75,12.9,13.66,12.73,61760
CARTER BANKSHARES INC.,18.84,10.58,18.9,19.01,18.39,61748
ASCENT SOLAR TECHNOLOGIES INC,2.59,1.97,2.59,2.86,2.48,61402
LENZ THERAPEUTICS INC.,36.25,1.03,35.88,37.17,35.09,61310
ATN INTERNATIONAL INC.,19.74,10.6,19.71,19.83,19.34,61204
OSTIN TECHNOLOGY GROUP CO.,0.2199,4.02,0.2094,0.228,0.2093,60896
EVERSPIN TECHNOLOGIES INC.,6.11,10.49,6.16,6.16,6.03,60783
NORTHEAST COMMUNITY BANCORP,30.56,10.16,30.79,31.2,30.01,60728
U.S. ENERGY CORP.,1.7,12.86,1.8,1.82,1.68,60537
NUVECTIS PHARMA INC.,5.15,4.04,5.0,5.2,4.85,60470
B. RILEY FINANCIAL,13.56,0.3,13.52,13.69,13.15,60248
PREFERRED BANK,95.62,11.15,96.59,96.75,95.22,59689
KORU MEDICAL SYSTEMS INC.,3.81,4.1,3.67,3.85,3.6,59641
THE GLIMPSE GROUP INC.,0.744,14.01,0.82,0.82,0.74,59625
PORTMAN RIDGE FINANCE,16.9,0.06,16.73,16.9,16.65,59610
XIAO-I CORP.,6.19,12.52,6.36,6.43,6.05,59431
EBANG INTERNATIONAL HLD.,7.29,18.88,8.08,8.08,7.2,59418
KORRO BIO INC.,53.25,2.4,51.62,56.69,48.71,59288
GERMAN AMERICAN BANCORP INC.,45.68,0.04,45.59,46.42,45.12,59275
FULL HOUSE RESORTS INC.,4.83,11.63,4.91,4.92,4.83,59014
CHICAGO ATLANTIC REAL ESTATE FINANCE,16.04,10.31,16.11,16.11,16.02,58971
BRAGG GAMING GROUP INC.,3.31,2.8,3.21,3.36,3.2,58953
THIRD COAST BANCSHARES INC.,36.0,10.58,36.01,36.28,34.81,58922
ENTERO THERAPEUTICS INC.,0.4652,11.23,0.482,0.482,0.45,58822
MAGIC EMPIRE GLOBAL,0.51,13.04,0.5329,0.5336,0.4963,58802
JIADE LTD.,0.715,5.15,0.7,0.7267,0.68,58268
CNB FINANCIAL CORP.,28.26,10.42,28.26,28.42,28.0,58086
BINAH CAPITAL GROUP INC.,2.65,13.64,2.79,2.79,2.53,58084
ULTRALIFE CORP.,7.81,3.58,7.52,7.93,7.47,57992
PRESIDIO PROPERTY TRUST INC.,0.6449,1.58,0.6464,0.689,0.6241,57715
SIERRA BANCORP,31.44,12.9,32.1,32.13,31.29,57643
ALTI GLOBAL INC.,4.34,13.13,4.45,4.51,4.3,57251
VOX ROYALTY CORP.,2.65,0.0,2.64,2.66,2.62,56872
OPTHEA LTD.,3.27,3.48,3.19,3.31,3.17,56755
REBORN COFFEE INC.,1.23,10.81,1.33,1.33,1.15,56738
STEEL CONNECT INC.,10.29,3.94,9.93,10.29,9.64,56661
FATHOM HOLDINGS INC.,1.92,0.0,1.92,1.97,1.87,56652
NORTHEAST BANK,99.6,10.89,100.0,101.18,98.11,56517
1ST SOURCE CORP.,65.22,11.47,65.94,66.28,65.0,56328
NUKKLEUS INC.,1.6,14.19,1.63,1.65,1.53,56319
APTORUM GROUP LTD.,0.6702,14.26,0.71,0.7298,0.5863,56269
LOTTERY.COM INC.,0.3166,15.21,0.335,0.35,0.3159,56223
CSP INC.,16.65,19.95,18.63,18.63,16.13,56209
REE AUTOMOTIVE,7.83,7.85,7.26,8.14,7.26,56089
GRAPHJET TECHNOLOGY,2.98,9.56,2.98,2.99,2.62,55847
PERMA-PIPE INTERNATIONAL HLD.,15.52,1.64,15.27,15.62,14.64,55592
GULF ISLAND FABRICATION INC.,7.02,10.57,7.11,7.11,6.85,55551
YATRA ONLINE INC.,1.41,12.76,1.45,1.46,1.4,55549
SIFY TECHNOLOGIES,3.55,2.6,3.47,3.62,3.44,55504
OFS CAPITAL CORP.,8.12,0.0,8.17,8.17,8.07,55420
MILLICOM INTERNATIONAL CELLULAR S.A.,25.61,13.72,26.01,26.02,25.6,55147
CASI PHARMACEUTICALS INC.,4.14,13.5,4.35,4.48,4.12,55015
BANK OF MARIN BANCORP,25.67,12.51,26.29,26.37,25.67,54774
HOUR LOOP INC.,1.52,4.11,1.46,1.58,1.4,54623
SHARPS TECHNOLOGY INC.,3.85,9.07,3.44,3.9,3.44,54580
FREEDOM HOLDING,117.38,10.61,117.55,118.65,116.08,54445
HEALTHCARE TRIANGLE INC.,0.83,16.74,0.85,0.92,0.83,54183
CLEARSIGN TECHNOLOGIES,1.03,10.96,1.03,1.1,1.02,54079
THE YORK WATER CO.,35.92,10.42,35.94,36.03,35.56,53965
CIVISTA BANCSHARES INC.,22.8,11.85,23.23,23.23,22.79,53883
MEDIWOUND,16.9,12.48,17.06,17.52,16.4,53784
KEY TRONIC CORP.,5.61,4.08,5.45,5.65,5.38,53759
ELECTROCORE INC.,11.46,0.97,11.38,11.98,11.06,53661
VIRAX BIOLABS GROUP,2.02,14.27,2.13,2.17,1.97,53570
SU GROUP HOLDINGS,1.87,10.0,1.75,1.93,1.71,53485
DOCEBO INC.,48.86,11.49,49.6,50.2,48.86,53132
FARMERS NATIONAL BANC,15.78,0.19,15.64,15.82,15.59,53076
COLLIERS INTERNATIONAL GROUP,151.5,11.73,153.39,153.39,150.57,53073
ELECTRA BATTERY MATERIALS,0.4759,14.8,0.499,0.499,0.47,53037
CHEMOMAB THERAPEUTICS,1.59,12.45,1.63,1.69,1.57,53007
SOLOWIN HLD.,2.41,13.6,2.55,2.55,2.34,52843
MANITEX INTERNATIONAL INC.,5.73,0.0,5.73,5.74,5.72,52692
EGAIN CORP.,5.24,11.87,5.31,5.35,5.21,52442
TIZIANA LIFE SCIENCES LTD,0.945,11.55,0.97,0.97,0.945,52395
NORTHWEST PIPE CO.,55.95,0.11,55.99,56.16,55.15,52394
FORRESTER RESEARCH INC.,16.93,11.4,17.06,17.22,16.83,52339
HF FOODS GROUP INC.,3.54,11.39,3.61,3.72,3.51,52295
CITY HOLDING COMPANY,131.91,11.53,132.6,133.89,131.3,52223
AIX INC. ADS,1.33,13.62,1.35,1.35,1.29,52167
PONCE FINANCIAL GROUP INC.,12.7,10.47,12.76,12.82,12.57,52164
THUNDER POWER HLD.,0.2528,16.58,0.27,0.295,0.2528,52111
PHETON HOLDINGS LTD,4.43,1.61,4.31,4.6,4.3,52055
VOXX INTERNATIONAL,7.66,0.26,7.62,7.73,7.39,51940
ONE STOP SYSTEMS INC.,2.35,1.29,2.4,2.4,2.3,51773
TIPTREE INC.,22.25,1.37,21.84,22.35,21.61,51661
NUTEX HEALTH INC.,35.0,2.28,34.2,35.3,33.51,51604
MOBILICOM LTD.,1.38,15.48,1.49,1.49,1.38,51567
LANDMARK BANCORP INC.,24.11,3.83,23.3,24.36,23.15,51397
ACCELERATE DIAGNOSTICS INC.,1.65,0.61,1.66,1.66,1.58,51267
MOLECULIN BIOTECH INC.,2.62,11.13,2.67,2.72,2.5,51157
180 LIFE SCIENCES,2.2,10.9,2.25,2.32,2.12,51106
SAB BIOTHERAPEUTICS INC.,2.97,11.98,3.01,3.09,2.96,51078
EDUCATIONAL DEVELOPMENT,1.87,12.6,1.9,1.95,1.82,50981
PERASO INC.,0.881,4.63,0.84,0.898,0.84,50847
METALPHA TECHNOLOGY HOLDING,0.9006,13.16,0.8809,0.97,0.8809,50787
LIFETIME BRANDS INC.,5.8,11.53,6.0,6.0,5.72,50752
AIRNET TECHNOLOGY INC. ADS,0.4776,12.25,0.5,0.51,0.47,50724
GREENPRO CAPITAL,1.04,14.59,1.09,1.09,1.02,50695
UNIVERSE PHARMACEUTICALS INC,1.81,12.69,1.86,1.88,1.75,50685
PRO-DEX INC.,50.25,2.55,48.53,50.4,47.18,50589
CONSOLIDATED WATER CO.,26.61,10.89,26.84,26.99,26.44,50545
BROADWAY FINANCIAL,6.9,14.3,7.12,7.32,6.76,50494
CELULARITY INC.,2.85,15.0,3.0,3.01,2.71,50313
DATA STORAGE CORP.,3.9,11.52,3.95,4.18,3.82,50116
PERCEPTIVE CAPITAL SOLUTIONS CORP,10.11,0.0,10.11,10.11,10.11,50014
LEGACY HOUSING CORP.,25.9,12.41,26.37,26.37,25.84,50006
CONNECT BIOPHARMA HLD.,0.9705,10.77,0.97,1.01,0.92,49836
STAR EQUITY HOLDINGS INC.,2.8,14.44,2.93,3.14,2.8,49729
B.O.S. BETTER ONLINE SOLUTIONS,3.38,0.3,3.39,3.41,3.3,49286
MANGOCEUTICALS INC.,2.48,15.34,2.64,2.64,2.45,49234
ALT5 SIGMA CORP.,2.15,1.42,2.11,2.16,2.06,49081
GEN RESTAURANT GROUP INC.,8.09,10.74,8.2,8.28,7.96,48913
HYPERFINE INC.,1.0,10.99,1.02,1.02,0.97,48880
CONTINEUM THERAPEUTICS INC.,14.53,15.4,15.33,15.35,14.52,48814
CASTOR MARITIME INC.,3.48,12.25,3.55,3.59,3.48,48653
LIFEVANTAGE CORP.,13.75,10.58,13.76,14.07,13.65,48601
EZFILL HOLDINGS INC.,2.53,1.61,2.6,2.62,2.4,48534
TRINITY BIOTECH PLC ADS,1.13,0.0,1.11,1.2,1.07,48513
MEDALLION FINANCIAL,9.46,0.0,9.4,9.56,9.32,48180
MONEYHERO LTD.,1.14,11.72,1.17,1.19,1.14,48128
QUEST RESOURCE HOLDING,7.22,0.14,7.16,7.33,7.13,48102
TOP FINANCIAL GROUP,1.62,11.22,1.63,1.66,1.61,48090
AGNC INVESTMENT,24.77,0.9,24.55,24.77,24.52,47927
JOWELL GLOBAL,3.39,10.88,3.45,3.5,3.32,47819
INTELLICHECK INC.,2.59,13.36,2.69,2.78,2.56,47772
ALLIANCE ENTERTAINMENT HOLDING,5.04,4.35,5.0,5.1,4.83,47690
DYADIC INTERNATIONAL INC.,1.73,19.42,1.91,1.93,1.63,47683
BANK OZK 4.625% SERIES A NON-CUMULATIVE,17.09,11.44,17.31,17.43,17.0,47629
URBAN ONE INC.,1.59,2.58,1.51,1.6,1.46,47557
MARTIN MIDSTREAM PARTNERS L.P.,3.99,10.25,4.0,4.0,3.98,47516
RCM TECHNOLOGIES INC.,23.17,10.47,23.78,23.89,22.64,47500
GREENLANE HOLDINGS INC.,1.83,13.17,1.89,1.92,1.77,47460
EXAGEN INC.,3.94,12.72,4.07,4.26,3.9,47215
LA ROSA HOLDINGS,0.6542,14.64,0.7,0.7,0.6406,47164
MARCHEX INC.,1.73,10.57,1.72,1.74,1.7,47093
TUCOWS INC.,17.64,7.5,16.32,17.79,16.24,46569
INTCHAINS GROUP LTD.,4.24,11.62,4.24,4.3,4.1,46543
TRISALUS LIFE SCIENCES INC.,4.32,6.14,4.1,4.32,4.1,46493
XBIOTECH INC.,6.81,10.73,6.82,6.98,6.6,46367
SCHMID GROUP N.V.,2.38,10.83,2.41,2.44,2.18,46259
VISLINK TECHNOLOGIES INC.,4.46,11.33,4.56,4.78,4.13,46257
MOTORCAR PARTS OF AMERICA INC.,6.81,12.58,6.89,7.01,6.78,46250
ORANGEKLOUD TECHNOLOGY INC.,3.18,10.31,3.19,3.26,2.94,46244
AERIES TECHNOLOGY INC.  ORD.,1.0,19.91,1.07,1.15,1.0,46169
CPI CARD GROUP INC.,30.11,10.43,29.86,30.12,29.35,46134
TWFG INC.,33.71,1.08,33.31,34.0,32.62,45943
SUPERIOR GROUP OF COMPANIES,16.79,10.24,16.84,16.86,16.55,45759
ATLANTICUS HOLDINGS,57.22,0.37,57.09,57.44,55.37,45727
VERSUS SYSTEMS INC.,1.55,14.32,1.72,1.72,1.54,45724
LIFEWARD,2.06,10.48,2.07,2.17,2.06,45660
ZENTEK LTD.,1.16,0.87,1.15,1.19,1.08,45603
SOHU.COM LTD.,12.35,1.23,12.19,12.46,12.11,45591
SPRINGVIEW HOLDINGS LTD,4.31,16.3,4.61,4.63,4.25,45578
INHIBRX BIOSCIENCES INC.,15.45,3.97,14.71,15.58,14.56,45414
MEDICINOVA INC.,2.08,1.46,2.03,2.12,2.03,45401
BIT ORIGIN LTD.,1.33,15.67,1.41,1.46,1.28,45369
GOLDEN HEAVEN GROUP HLD.,1.65,3.77,1.56,1.74,1.52,45183
PRESTIGE WEALTH INC.,1.03,10.96,1.0,1.06,0.98,45158
ARTIVA BIOTHERAPEUTICS INC.,12.21,3.39,11.61,12.53,11.61,45148
NEXGEL INC,3.23,14.15,3.43,3.49,3.22,45053
FREIGHTOS LTD.,2.1,0.0,2.19,2.31,1.93,44992
BRAINSWAY LTD. ADS,9.71,10.31,9.8,9.96,9.68,44985
NOVA MINERALS LTD.,9.25,0.98,8.91,9.35,8.41,44966
ISPIRE TECHNOLOGY INC.,6.31,0.8,6.28,6.35,6.16,44957
CURIS INC.,4.03,11.95,4.16,4.24,3.91,44880
ACHILLES THERAPEUTICS PLC ADS,1.07,0.0,1.08,1.08,1.04,44726
BLUE FOUNDRY BANCORP,11.25,0.18,11.23,11.38,11.2,44706
NEXTTRIP INC.,2.6,16.14,2.34,2.71,2.34,44511
MOGO INC.,1.46,10.68,1.47,1.47,1.42,44309
VROOM INC.,5.03,14.01,5.2,5.25,5.01,44170
MULTISENSOR AI HLD.,1.66,0.0,1.77,1.82,1.54,44088
POLYRIZON,0.9275,14.25,1.0,1.0,0.9275,43727
ESCALADE INC.,14.85,14.56,15.47,15.59,14.14,43720
EVOGENE,1.62,12.99,1.65,1.66,1.59,43648
LAVA THERAPEUTICS N.V.,1.55,13.73,1.63,1.68,1.53,43524
CHS,25.38,10.35,25.5,25.61,25.25,43273
XBP EUROPE HOLDINGS INC.,1.09,12.68,1.08,1.1,1.02,43058
MESA LABORATORIES INC.,116.45,2.49,113.02,117.72,111.7,42969
ROCKY MOUNTAIN CHOCOLATE FACTORY,2.82,4.44,2.7,2.99,2.69,42936
MINK THERAPEUTICS INC.,0.724,4.62,0.74,0.74,0.6921,42844
REGENCELL BIOSCIENCE HLD.,6.1,3.21,5.9,6.31,5.9,42840
APYX MEDICAL CORP.,1.45,0.69,1.44,1.48,1.39,42798
POLAR POWER INC.,2.95,110.61,3.22,3.35,2.93,42748
TWIN DISC INC.,12.23,2.51,11.83,12.59,11.83,42717
L.B. FOSTER COMPANY,28.32,0.14,28.09,28.65,27.54,42711
SOUTH PLAINS FINANCIAL INC.,38.68,12.13,39.23,39.54,38.68,42659
LENSAR INC.,7.44,1.09,7.6,7.89,7.29,42633
